NAME_1,NAME_0,GID_1,admin0
Lazio,Italy,ITA.8_1,ITA
Liguria,Italy,ITA.9_1,ITA
Lombardia,Italy,ITA.10_1,ITA
Marche,Italy,ITA.11_1,ITA
Molise,Italy,ITA.12_1,ITA
Piemonte,Italy,ITA.13_1,ITA
Sardegna,Italy,ITA.14_1,ITA
Sicily,Italy,ITA.15_1,ITA
Toscana,Italy,ITA.16_1,ITA
Trentino-Alto Adige,Italy,ITA.17_1,ITA
Umbria,Italy,ITA.18_1,ITA
Valle d'Aosta,Italy,ITA.19_1,ITA
Veneto,Italy,ITA.20_1,ITA
Clarendon,Jamaica,JAM.1_1,JAM
Hanover,Jamaica,JAM.2_1,JAM
Kingston,Jamaica,JAM.3_1,JAM
Manchester,Jamaica,JAM.4_1,JAM
Portland,Jamaica,JAM.5_1,JAM
Saint Andrew,Jamaica,JAM.6_1,JAM
Saint Ann,Jamaica,JAM.7_1,JAM
Saint Catherine,Jamaica,JAM.8_1,JAM
Saint Elizabeth,Jamaica,JAM.9_1,JAM
Saint James,Jamaica,JAM.10_1,JAM
Saint Mary,Jamaica,JAM.11_1,JAM
Saint Thomas,Jamaica,JAM.12_1,JAM
Trelawny,Jamaica,JAM.13_1,JAM
Westmoreland,Jamaica,JAM.14_1,JAM
Aichi,Japan,JPN.1_1,JPN
Akita,Japan,JPN.2_1,JPN
Aomori,Japan,JPN.3_1,JPN
Chiba,Japan,JPN.4_1,JPN
Ehime,Japan,JPN.5_1,JPN
Fukui,Japan,JPN.6_1,JPN
Fukuoka,Japan,JPN.7_1,JPN
Fukushima,Japan,JPN.8_1,JPN
Gifu,Japan,JPN.9_1,JPN
Gunma,Japan,JPN.10_1,JPN
Hiroshima,Japan,JPN.11_1,JPN
Hokkaido,Japan,JPN.12_1,JPN
Hyōgo,Japan,JPN.13_1,JPN
Ibaraki,Japan,JPN.14_1,JPN
Ishikawa,Japan,JPN.15_1,JPN
Iwate,Japan,JPN.16_1,JPN
Kagawa,Japan,JPN.17_1,JPN
Kagoshima,Japan,JPN.18_1,JPN
Kanagawa,Japan,JPN.19_1,JPN
Kochi,Japan,JPN.20_1,JPN
Kumamoto,Japan,JPN.21_1,JPN
Kyoto,Japan,JPN.22_1,JPN
Mie,Japan,JPN.23_1,JPN
Miyagi,Japan,JPN.24_1,JPN
Miyazaki,Japan,JPN.25_1,JPN
Nagano,Japan,JPN.26_1,JPN
Naoasaki,Japan,JPN.27_1,JPN
Nara,Japan,JPN.28_1,JPN
Niigata,Japan,JPN.29_1,JPN
Oita,Japan,JPN.30_1,JPN
Okayama,Japan,JPN.31_1,JPN
Okinawa,Japan,JPN.32_1,JPN
Osaka,Japan,JPN.33_1,JPN
Saga,Japan,JPN.34_1,JPN
Saitama,Japan,JPN.35_1,JPN
Shiga,Japan,JPN.36_1,JPN
Shimane,Japan,JPN.37_1,JPN
Shizuoka,Japan,JPN.38_1,JPN
Tochigi,Japan,JPN.39_1,JPN
Tokushima,Japan,JPN.40_1,JPN
Tokyo,Japan,JPN.41_1,JPN
Tottori,Japan,JPN.42_1,JPN
Toyama,Japan,JPN.43_1,JPN
Wakayama,Japan,JPN.44_1,JPN
Yamagata,Japan,JPN.45_1,JPN
Yamaguchi,Japan,JPN.46_1,JPN
Yamanashi,Japan,JPN.47_1,JPN
Grouville,Jersey,JEY.1_1,JEY
Saint Berlade,Jersey,JEY.2_1,JEY
Saint Clement,Jersey,JEY.3_1,JEY
Saint Helier,Jersey,JEY.4_1,JEY
Saint John,Jersey,JEY.5_1,JEY
Saint Lawrence,Jersey,JEY.6_1,JEY
Saint Martin,Jersey,JEY.7_1,JEY
Saint Mary,Jersey,JEY.8_1,JEY
Saint Ouen,Jersey,JEY.9_1,JEY
Saint Peter,Jersey,JEY.10_1,JEY
Saint Saviour,Jersey,JEY.11_1,JEY
Trinity,Jersey,JEY.12_1,JEY
Ajlun,Jordan,JOR.1_1,JOR
Amman,Jordan,JOR.2_1,JOR
Aqaba,Jordan,JOR.3_1,JOR
Balqa,Jordan,JOR.4_1,JOR
Irbid,Jordan,JOR.5_1,JOR
Jarash,Jordan,JOR.6_1,JOR
Karak,Jordan,JOR.7_1,JOR
Ma`an,Jordan,JOR.8_1,JOR
Madaba,Jordan,JOR.9_1,JOR
Mafraq,Jordan,JOR.10_1,JOR
Tafilah,Jordan,JOR.11_1,JOR
Zarqa,Jordan,JOR.12_1,JOR
Almaty,Kazakhstan,KAZ.1_1,KAZ
Aqmola,Kazakhstan,KAZ.2_1,KAZ
Aqtöbe,Kazakhstan,KAZ.3_1,KAZ
Atyrau,Kazakhstan,KAZ.4_1,KAZ
East Kazakhstan,Kazakhstan,KAZ.5_1,KAZ
Mangghystau,Kazakhstan,KAZ.6_1,KAZ
North Kazakhstan,Kazakhstan,KAZ.7_1,KAZ
Pavlodar,Kazakhstan,KAZ.8_1,KAZ
Qaraghandy,Kazakhstan,KAZ.9_1,KAZ
Qostanay,Kazakhstan,KAZ.10_1,KAZ
Qyzylorda,Kazakhstan,KAZ.11_1,KAZ
South Kazakhstan,Kazakhstan,KAZ.12_1,KAZ
West Kazakhstan,Kazakhstan,KAZ.13_1,KAZ
Zhambyl,Kazakhstan,KAZ.14_1,KAZ
Baringo,Kenya,KEN.1_1,KEN
Bomet,Kenya,KEN.2_1,KEN
Bungoma,Kenya,KEN.3_1,KEN
Busia,Kenya,KEN.4_1,KEN
Elgeyo-Marakwet,Kenya,KEN.5_1,KEN
Embu,Kenya,KEN.6_1,KEN
Garissa,Kenya,KEN.7_1,KEN
Homa Bay,Kenya,KEN.8_1,KEN
Isiolo,Kenya,KEN.9_1,KEN
Kajiado,Kenya,KEN.10_1,KEN
Kakamega,Kenya,KEN.11_1,KEN
Kericho,Kenya,KEN.12_1,KEN
Kiambu,Kenya,KEN.13_1,KEN
Kilifi,Kenya,KEN.14_1,KEN
Kirinyaga,Kenya,KEN.15_1,KEN
Kisii,Kenya,KEN.16_1,KEN
Kisumu,Kenya,KEN.17_1,KEN
Kitui,Kenya,KEN.18_1,KEN
Kwale,Kenya,KEN.19_1,KEN
Laikipia,Kenya,KEN.20_1,KEN
Lamu,Kenya,KEN.21_1,KEN
Machakos,Kenya,KEN.22_1,KEN
Makueni,Kenya,KEN.23_1,KEN
Mandera,Kenya,KEN.24_1,KEN
Marsabit,Kenya,KEN.25_1,KEN
Meru,Kenya,KEN.26_1,KEN
Migori,Kenya,KEN.27_1,KEN
Mombasa,Kenya,KEN.28_1,KEN
Murang'a,Kenya,KEN.29_1,KEN
Nairobi,Kenya,KEN.30_1,KEN
Nakuru,Kenya,KEN.31_1,KEN
Nandi,Kenya,KEN.32_1,KEN
Narok,Kenya,KEN.33_1,KEN
Nyamira,Kenya,KEN.34_1,KEN
Nyandarua,Kenya,KEN.35_1,KEN
Nyeri,Kenya,KEN.36_1,KEN
Samburu,Kenya,KEN.37_1,KEN
Siaya,Kenya,KEN.38_1,KEN
Taita Taveta,Kenya,KEN.39_1,KEN
Tana River,Kenya,KEN.40_1,KEN
Tharaka-Nithi,Kenya,KEN.41_1,KEN
Trans Nzoia,Kenya,KEN.42_1,KEN
Turkana,Kenya,KEN.43_1,KEN
Uasin Gishu,Kenya,KEN.44_1,KEN
Vihiga,Kenya,KEN.45_1,KEN
Wajir,Kenya,KEN.46_1,KEN
West Pokot,Kenya,KEN.47_1,KEN
NA,Kiribati,NA,KIR
Đakovica,Kosovo,XKO.1_1,NA
Gnjilane,Kosovo,XKO.2_1,NA
Kosovska Mitrovica,Kosovo,XKO.3_1,NA
Pećki,Kosovo,XKO.4_1,NA
Pristina,Kosovo,XKO.5_1,NA
Prizren,Kosovo,XKO.6_1,NA
Uroševac,Kosovo,XKO.7_1,NA
Al Ahmadi,Kuwait,KWT.1_1,KWT
Al Farwaniyah,Kuwait,KWT.2_1,KWT
Al Jahrah,Kuwait,KWT.3_1,KWT
Al Kuwayt,Kuwait,KWT.4_1,KWT
Hawalli,Kuwait,KWT.5_1,KWT
Mubarak Al-Kabeer,Kuwait,KWT.6_1,KWT
Batken,Kyrgyzstan,KGZ.1_1,KGZ
Biškek,Kyrgyzstan,KGZ.2_1,KGZ
Chüy,Kyrgyzstan,KGZ.3_1,KGZ
Jalal-Abad,Kyrgyzstan,KGZ.4_1,KGZ
Naryn,Kyrgyzstan,KGZ.5_1,KGZ
Osh (city),Kyrgyzstan,KGZ.6_1,KGZ
Osh,Kyrgyzstan,KGZ.7_1,KGZ
Talas,Kyrgyzstan,KGZ.8_1,KGZ
Ysyk-Köl,Kyrgyzstan,KGZ.9_1,KGZ
Attapu,Laos,LAO.1_1,NA
Bokeo,Laos,LAO.2_1,NA
Bolikhamxai,Laos,LAO.3_1,NA
Champasak,Laos,LAO.4_1,NA
Houaphan,Laos,LAO.5_1,NA
Khammouan,Laos,LAO.6_1,NA
Louang Namtha,Laos,LAO.7_1,NA
Louangphrabang,Laos,LAO.8_1,NA
Oudômxai,Laos,LAO.9_1,NA
Phôngsali,Laos,LAO.10_1,NA
Saravan,Laos,LAO.11_1,NA
Savannakhét,Laos,LAO.12_1,NA
Vientiane [prefecture],Laos,LAO.13_1,NA
Vientiane,Laos,LAO.14_1,NA
Xaignabouri,Laos,LAO.15_1,NA
Xaisômboun,Laos,LAO.16_1,NA
Xékong,Laos,LAO.17_1,NA
Xiangkhoang,Laos,LAO.18_1,NA
Kurzeme,Latvia,LVA.1_1,LVA
Latgale,Latvia,LVA.2_1,LVA
Riga,Latvia,LVA.3_1,LVA
Vidzeme,Latvia,LVA.4_1,LVA
Zemgale,Latvia,LVA.5_1,LVA
Akkar,Lebanon,LBN.1_1,LBN
Baalbak - Hermel,Lebanon,LBN.2_1,LBN
Beirut,Lebanon,LBN.3_1,LBN
Bekaa,Lebanon,LBN.4_1,LBN
Mount Lebanon,Lebanon,LBN.5_1,LBN
Nabatiyeh,Lebanon,LBN.6_1,LBN
North,Lebanon,LBN.7_1,LBN
South,Lebanon,LBN.8_1,LBN
Berea,Lesotho,LSO.1_1,LSO
Butha-Buthe,Lesotho,LSO.2_1,LSO
Leribe,Lesotho,LSO.3_1,LSO
Mafeteng,Lesotho,LSO.4_1,LSO
Maseru,Lesotho,LSO.5_1,LSO
Mohale's Hoek,Lesotho,LSO.6_1,LSO
Mokhotlong,Lesotho,LSO.7_1,LSO
Qacha's Nek,Lesotho,LSO.8_1,LSO
Quthing,Lesotho,LSO.9_1,LSO
Thaba-Tseka,Lesotho,LSO.10_1,LSO
Bomi,Liberia,LBR.1_1,LBR
Bong,Liberia,LBR.2_1,LBR
Gbapolu,Liberia,LBR.3_1,LBR
Grand Cape Mount,Liberia,LBR.4_1,LBR
GrandBassa,Liberia,LBR.5_1,LBR
GrandGedeh,Liberia,LBR.6_1,LBR
GrandKru,Liberia,LBR.7_1,LBR
Lofa,Liberia,LBR.8_1,LBR
Margibi,Liberia,LBR.9_1,LBR
Maryland,Liberia,LBR.10_1,LBR
Montserrado,Liberia,LBR.11_1,LBR
Nimba,Liberia,LBR.12_1,LBR
River Cess,Liberia,LBR.13_1,LBR
River Gee,Liberia,LBR.14_1,LBR
Sinoe,Liberia,LBR.15_1,LBR
Al Butnan,Libya,LBY.1_1,LBY
Al Jabal al Akhdar,Libya,LBY.2_1,LBY
Al Jabal al Gharbi,Libya,LBY.3_1,LBY
Al Jifarah,Libya,LBY.4_1,LBY
Al Jufrah,Libya,LBY.5_1,LBY
Al Kufrah,Libya,LBY.6_1,LBY
Al Marj,Libya,LBY.7_1,LBY
Al Marqab,Libya,LBY.8_1,LBY
Al Wahat,Libya,LBY.9_1,LBY
An Nuqat al Khams,Libya,LBY.10_1,LBY
Az Zawiyah,Libya,LBY.11_1,LBY
Benghazi,Libya,LBY.12_1,LBY
Darnah,Libya,LBY.13_1,LBY
Ghat,Libya,LBY.14_1,LBY
Misratah,Libya,LBY.15_1,LBY
Murzuq,Libya,LBY.16_1,LBY
Nalut,Libya,LBY.17_1,LBY
Sabha,Libya,LBY.18_1,LBY
Surt,Libya,LBY.19_1,LBY
Tripoli,Libya,LBY.20_1,LBY
Wadi al Hayat,Libya,LBY.21_1,LBY
Wadi ash Shati',Libya,LBY.22_1,LBY
Balzers,Liechtenstein,LIE.1_1,LIE
Eschen,Liechtenstein,LIE.2_1,LIE
Gamprin,Liechtenstein,LIE.3_1,LIE
Mauren,Liechtenstein,LIE.4_1,LIE
Planken,Liechtenstein,LIE.5_1,LIE
Ruggell,Liechtenstein,LIE.6_1,LIE
Schaan,Liechtenstein,LIE.7_1,LIE
Schellenberg,Liechtenstein,LIE.8_1,LIE
Triesen,Liechtenstein,LIE.9_1,LIE
Triesenberg,Liechtenstein,LIE.10_1,LIE
Valduz,Liechtenstein,LIE.11_1,LIE
Alytaus,Lithuania,LTU.1_1,LTU
Kauno,Lithuania,LTU.2_1,LTU
Klaipedos,Lithuania,LTU.3_1,LTU
Marijampoles,Lithuania,LTU.4_1,LTU
Panevezio,Lithuania,LTU.5_1,LTU
Šiauliai,Lithuania,LTU.6_1,LTU
Taurages,Lithuania,LTU.7_1,LTU
Telšiai,Lithuania,LTU.8_1,LTU
Utenos,Lithuania,LTU.9_1,LTU
Vilniaus,Lithuania,LTU.10_1,LTU
Diekirch,Luxembourg,LUX.1_1,LUX
Grevenmacher,Luxembourg,LUX.2_1,LUX
Luxembourg,Luxembourg,LUX.3_1,LUX
Ilhas,Macao,MAC.1_1,MAC
Macau,Macao,MAC.2_1,MAC
Aerodrom,Macedonia,MKD.1_1,MKD
Aracinovo,Macedonia,MKD.2_1,MKD
Berovo,Macedonia,MKD.3_1,MKD
Bitola,Macedonia,MKD.4_1,MKD
Bogdanci,Macedonia,MKD.5_1,MKD
Bogovinje,Macedonia,MKD.6_1,MKD
Bosilovo,Macedonia,MKD.7_1,MKD
Brvenica,Macedonia,MKD.8_1,MKD
Butel,Macedonia,MKD.9_1,MKD
Čair,Macedonia,MKD.10_1,MKD
Čaška,Macedonia,MKD.11_1,MKD
Centar,Macedonia,MKD.12_1,MKD
Centar župa,Macedonia,MKD.13_1,MKD
Češinovo-Obleševo,Macedonia,MKD.14_1,MKD
Čučer Sandevo,Macedonia,MKD.15_1,MKD
Debar,Macedonia,MKD.16_1,MKD
Debarca,Macedonia,MKD.17_1,MKD
Delčevo,Macedonia,MKD.18_1,MKD
Demir Hisar,Macedonia,MKD.19_1,MKD
Demir Kapija,Macedonia,MKD.20_1,MKD
Dolneni,Macedonia,MKD.21_1,MKD
Drugovo,Macedonia,MKD.22_1,MKD
Gazi Baba,Macedonia,MKD.23_1,MKD
Gevgelija,Macedonia,MKD.24_1,MKD
Gjorče Petrov,Macedonia,MKD.25_1,MKD
Gostivar,Macedonia,MKD.26_1,MKD
Gradsko,Macedonia,MKD.27_1,MKD
Ilinden,Macedonia,MKD.28_1,MKD
Jegunovtse,Macedonia,MKD.29_1,MKD
Karbinci,Macedonia,MKD.30_1,MKD
Karpoš,Macedonia,MKD.31_1,MKD
Kavadartsi,Macedonia,MKD.32_1,MKD
Kičevo,Macedonia,MKD.33_1,MKD
Kisela Voda,Macedonia,MKD.34_1,MKD
Kočani,Macedonia,MKD.35_1,MKD
Konče,Macedonia,MKD.36_1,MKD
Kratovo,Macedonia,MKD.37_1,MKD
Kriva Palanka,Macedonia,MKD.38_1,MKD
Krivogaštani,Macedonia,MKD.39_1,MKD
Kruševo,Macedonia,MKD.40_1,MKD
Kumanovo,Macedonia,MKD.41_1,MKD
Lake Ohrid,Macedonia,MKD.42_1,MKD
Lipkovo,Macedonia,MKD.43_1,MKD
Lozovo,Macedonia,MKD.44_1,MKD
Makedonska Kamenica,Macedonia,MKD.45_1,MKD
Makedonski Brod,Macedonia,MKD.46_1,MKD
Mavrovo and Rostuša,Macedonia,MKD.47_1,MKD
Mogila,Macedonia,MKD.48_1,MKD
Negotino,Macedonia,MKD.49_1,MKD
Novatsi,Macedonia,MKD.50_1,MKD
Novo Selo,Macedonia,MKD.51_1,MKD
Ohrid,Macedonia,MKD.52_1,MKD
Oslomej,Macedonia,MKD.53_1,MKD
Pehčevo,Macedonia,MKD.54_1,MKD
Petrovec,Macedonia,MKD.55_1,MKD
Plasnica,Macedonia,MKD.56_1,MKD
Prilep,Macedonia,MKD.57_1,MKD
Probištip,Macedonia,MKD.58_1,MKD
Radoviš,Macedonia,MKD.59_1,MKD
Rankovce,Macedonia,MKD.60_1,MKD
Resen,Macedonia,MKD.61_1,MKD
Rosoman,Macedonia,MKD.62_1,MKD
Saraj,Macedonia,MKD.63_1,MKD
Sopište,Macedonia,MKD.64_1,MKD
Star Dojran,Macedonia,MKD.65_1,MKD
Staro Nagoričane,Macedonia,MKD.66_1,MKD
Štip,Macedonia,MKD.67_1,MKD
Struga,Macedonia,MKD.68_1,MKD
Strumitsa,Macedonia,MKD.69_1,MKD
Studeničani,Macedonia,MKD.70_1,MKD
Šuto Orizari,Macedonia,MKD.71_1,MKD
Sveti Nikole,Macedonia,MKD.72_1,MKD
Tearce,Macedonia,MKD.73_1,MKD
Tetovo,Macedonia,MKD.74_1,MKD
Valandovo,Macedonia,MKD.75_1,MKD
Vasilevo,Macedonia,MKD.76_1,MKD
Veles,Macedonia,MKD.77_1,MKD
Vevčani,Macedonia,MKD.78_1,MKD
Vinitsa,Macedonia,MKD.79_1,MKD
Vraneštica,Macedonia,MKD.80_1,MKD
Vrapčište,Macedonia,MKD.81_1,MKD
Zajas,Macedonia,MKD.82_1,MKD
Zelenikovo,Macedonia,MKD.83_1,MKD
Želino,Macedonia,MKD.84_1,MKD
Zrnovci,Macedonia,MKD.85_1,MKD
Antananarivo,Madagascar,MDG.1_1,MDG
Antsiranana,Madagascar,MDG.2_1,MDG
Fianarantsoa,Madagascar,MDG.3_1,MDG
Mahajanga,Madagascar,MDG.4_1,MDG
Toamasina,Madagascar,MDG.5_1,MDG
Toliary,Madagascar,MDG.6_1,MDG
Balaka,Malawi,MWI.1_1,MWI
Blantyre,Malawi,MWI.2_1,MWI
Chikwawa,Malawi,MWI.3_1,MWI
Chiradzulu,Malawi,MWI.4_1,MWI
Chitipa,Malawi,MWI.5_1,MWI
Dedza,Malawi,MWI.6_1,MWI
Dowa,Malawi,MWI.7_1,MWI
Karonga,Malawi,MWI.8_1,MWI
Kasungu,Malawi,MWI.9_1,MWI
Likoma,Malawi,MWI.10_1,MWI
Lilongwe,Malawi,MWI.11_1,MWI
Machinga,Malawi,MWI.12_1,MWI
Mangochi,Malawi,MWI.13_1,MWI
Mchinji,Malawi,MWI.14_1,MWI
Mulanje,Malawi,MWI.15_1,MWI
Mwanza,Malawi,MWI.16_1,MWI
Mzimba,Malawi,MWI.17_1,MWI
Neno,Malawi,MWI.18_1,MWI
Nkhata Bay,Malawi,MWI.19_1,MWI
Nkhotakota,Malawi,MWI.20_1,MWI
Nsanje,Malawi,MWI.21_1,MWI
Ntcheu,Malawi,MWI.22_1,MWI
Ntchisi,Malawi,MWI.23_1,MWI
Phalombe,Malawi,MWI.24_1,MWI
Rumphi,Malawi,MWI.25_1,MWI
Salima,Malawi,MWI.26_1,MWI
Thyolo,Malawi,MWI.27_1,MWI
Zomba,Malawi,MWI.28_1,MWI
Johor,Malaysia,MYS.1_1,MYS
Kedah,Malaysia,MYS.2_1,MYS
Kelantan,Malaysia,MYS.3_1,MYS
Kuala Lumpur,Malaysia,MYS.4_1,MYS
Labuan,Malaysia,MYS.5_1,MYS
Melaka,Malaysia,MYS.6_1,MYS
Negeri Sembilan,Malaysia,MYS.7_1,MYS
Pahang,Malaysia,MYS.8_1,MYS
Perak,Malaysia,MYS.9_1,MYS
Perlis,Malaysia,MYS.10_1,MYS
Pulau Pinang,Malaysia,MYS.11_1,MYS
Putrajaya,Malaysia,MYS.12_1,MYS
Sabah,Malaysia,MYS.13_1,MYS
Sarawak,Malaysia,MYS.14_1,MYS
Selangor,Malaysia,MYS.15_1,MYS
Trengganu,Malaysia,MYS.16_1,MYS
NA,Maldives,NA,MDV
Bamako,Mali,MLI.1_1,MLI
Gao,Mali,MLI.2_1,MLI
Kayes,Mali,MLI.3_1,MLI
Kidal,Mali,MLI.4_1,MLI
Koulikoro,Mali,MLI.5_1,MLI
Mopti,Mali,MLI.6_1,MLI
Ségou,Mali,MLI.7_1,MLI
Sikasso,Mali,MLI.8_1,MLI
Timbuktu,Mali,MLI.9_1,MLI
Ċentrali,Malta,MLT.1_1,MLT
Għawdex,Malta,MLT.2_1,MLT
Nofsinhar,Malta,MLT.3_1,MLT
Tramuntana,Malta,MLT.4_1,MLT
Xlokk,Malta,MLT.5_1,MLT
NA,Marshall Islands,NA,MHL
Fort-de-France,Martinique,MTQ.1_1,MTQ
Le Marin,Martinique,MTQ.2_1,MTQ
Le Trinité,Martinique,MTQ.3_1,MTQ
Saint-Pierre,Martinique,MTQ.4_1,MTQ
Adrar,Mauritania,MRT.1_1,MRT
Assaba,Mauritania,MRT.2_1,MRT
Brakna,Mauritania,MRT.3_1,MRT
Dakhlet Nouadhibou,Mauritania,MRT.4_1,MRT
Gorgol,Mauritania,MRT.5_1,MRT
Guidimaka,Mauritania,MRT.6_1,MRT
Hodh ech Chargui,Mauritania,MRT.7_1,MRT
Hodh el Gharbi,Mauritania,MRT.8_1,MRT
Inchiri,Mauritania,MRT.9_1,MRT
Nouakchott,Mauritania,MRT.10_1,MRT
Tagant,Mauritania,MRT.11_1,MRT
Tiris Zemmour,Mauritania,MRT.12_1,MRT
Trarza,Mauritania,MRT.13_1,MRT
Agalega Islands,Mauritius,MUS.1_1,MUS
Black River,Mauritius,MUS.2_1,MUS
Flacq,Mauritius,MUS.3_1,MUS
Grand Port,Mauritius,MUS.4_1,MUS
Moka,Mauritius,MUS.5_1,MUS
Pamplemousses,Mauritius,MUS.6_1,MUS
Plaines Wilhems,Mauritius,MUS.7_1,MUS
Port Louis,Mauritius,MUS.8_1,MUS
Rivière du Rempart,Mauritius,MUS.9_1,MUS
Rodriguez,Mauritius,MUS.10_1,MUS
Saint Brandon,Mauritius,MUS.11_1,MUS
Savanne,Mauritius,MUS.12_1,MUS
Acoua,Mayotte,MYT.1_1,MYT
Bandraboua,Mayotte,MYT.2_1,MYT
Bandrele,Mayotte,MYT.3_1,MYT
Boueni,Mayotte,MYT.4_1,MYT
Chiconi,Mayotte,MYT.5_1,MYT
Chirongui,Mayotte,MYT.6_1,MYT
Dembeni,Mayotte,MYT.7_1,MYT
Dzaoudzi,Mayotte,MYT.8_1,MYT
Kani-Keli,Mayotte,MYT.9_1,MYT
Koungou,Mayotte,MYT.10_1,MYT
M'tsangamouji,Mayotte,MYT.11_1,MYT
Mamoudzou,Mayotte,MYT.12_1,MYT
Mtsamboro,Mayotte,MYT.13_1,MYT
Ouangani,Mayotte,MYT.14_1,MYT
Pamandzi,Mayotte,MYT.15_1,MYT
Sada,Mayotte,MYT.16_1,MYT
Tsingoni,Mayotte,MYT.17_1,MYT
Aguascalientes,Mexico,MEX.1_1,MEX
Baja California Sur,Mexico,MEX.2_1,MEX
Baja California,Mexico,MEX.3_1,MEX
Campeche,Mexico,MEX.4_1,MEX
Chiapas,Mexico,MEX.5_1,MEX
Chihuahua,Mexico,MEX.6_1,MEX
Coahuila,Mexico,MEX.7_1,MEX
Colima,Mexico,MEX.8_1,MEX
Distrito Federal,Mexico,MEX.9_1,MEX
Durango,Mexico,MEX.10_1,MEX
Guanajuato,Mexico,MEX.11_1,MEX
Guerrero,Mexico,MEX.12_1,MEX
Hidalgo,Mexico,MEX.13_1,MEX
Jalisco,Mexico,MEX.14_1,MEX
México,Mexico,MEX.15_1,MEX
Michoacán,Mexico,MEX.16_1,MEX
Morelos,Mexico,MEX.17_1,MEX
Nayarit,Mexico,MEX.18_1,MEX
Nuevo León,Mexico,MEX.19_1,MEX
Oaxaca,Mexico,MEX.20_1,MEX
Puebla,Mexico,MEX.21_1,MEX
Querétaro,Mexico,MEX.22_1,MEX
Quintana Roo,Mexico,MEX.23_1,MEX
San Luis Potosí,Mexico,MEX.24_1,MEX
Sinaloa,Mexico,MEX.25_1,MEX
Sonora,Mexico,MEX.26_1,MEX
Tabasco,Mexico,MEX.27_1,MEX
Tamaulipas,Mexico,MEX.28_1,MEX
Tlaxcala,Mexico,MEX.29_1,MEX
Veracruz,Mexico,MEX.30_1,MEX
Yucatán,Mexico,MEX.31_1,MEX
Zacatecas,Mexico,MEX.32_1,MEX
Chuuk,Micronesia,FSM.1_1,FSM
Kosrae,Micronesia,FSM.2_1,FSM
Pohnpei,Micronesia,FSM.3_1,FSM
Yap,Micronesia,FSM.4_1,FSM
Anenii Noi,Moldova,MDA.1_1,MDA
Bălţi,Moldova,MDA.2_1,MDA
Basarabeasca,Moldova,MDA.3_1,MDA
Bender,Moldova,MDA.4_1,MDA
Briceni,Moldova,MDA.5_1,MDA
Cahul,Moldova,MDA.6_1,MDA
Calarasi,Moldova,MDA.7_1,MDA
Cantemir,Moldova,MDA.8_1,MDA
Causeni,Moldova,MDA.9_1,MDA
Chişinău,Moldova,MDA.10_1,MDA
Cimişlia,Moldova,MDA.11_1,MDA
Criuleni,Moldova,MDA.12_1,MDA
Donduseni,Moldova,MDA.13_1,MDA
Drochia,Moldova,MDA.14_1,MDA
Dubăsari,Moldova,MDA.15_1,MDA
Edineţ,Moldova,MDA.16_1,MDA
Făleşti,Moldova,MDA.17_1,MDA
Floreşti,Moldova,MDA.18_1,MDA
Găgăuzia,Moldova,MDA.19_1,MDA
Glodeni,Moldova,MDA.20_1,MDA
Hîncesti,Moldova,MDA.21_1,MDA
Ialoveni,Moldova,MDA.22_1,MDA
Leova,Moldova,MDA.23_1,MDA
Nisporeni,Moldova,MDA.24_1,MDA
Ocniţa,Moldova,MDA.25_1,MDA
Orhei,Moldova,MDA.26_1,MDA
Rezina,Moldova,MDA.27_1,MDA
Rîşcani,Moldova,MDA.28_1,MDA
Sîngerei,Moldova,MDA.29_1,MDA
Şoldăneşti,Moldova,MDA.30_1,MDA
Soroca,Moldova,MDA.31_1,MDA
Ştefan Voda,Moldova,MDA.32_1,MDA
Străşeni,Moldova,MDA.33_1,MDA
Taraclia,Moldova,MDA.34_1,MDA
Teleneşti,Moldova,MDA.35_1,MDA
Transnistria,Moldova,MDA.36_1,MDA
Ungheni,Moldova,MDA.37_1,MDA
Monaco,Monaco,NA,MCO
Arhangay,Mongolia,MNG.1_1,MNG
Bayan-Ölgiy,Mongolia,MNG.2_1,MNG
Bayanhongor,Mongolia,MNG.3_1,MNG
Bulgan,Mongolia,MNG.4_1,MNG
Darhan-Uul,Mongolia,MNG.5_1,MNG
Dornod,Mongolia,MNG.6_1,MNG
Dornogovi,Mongolia,MNG.7_1,MNG
Dundgovi,Mongolia,MNG.8_1,MNG
Dzavhan,Mongolia,MNG.9_1,MNG
Govi-Altay,Mongolia,MNG.10_1,MNG
Govisümber,Mongolia,MNG.11_1,MNG
Hentiy,Mongolia,MNG.12_1,MNG
Hovd,Mongolia,MNG.13_1,MNG
Hövsgöl,Mongolia,MNG.14_1,MNG
Ömnögovi,Mongolia,MNG.15_1,MNG
Orhon,Mongolia,MNG.16_1,MNG
Övörhangay,Mongolia,MNG.17_1,MNG
Selenge,Mongolia,MNG.18_1,MNG
Sühbaatar,Mongolia,MNG.19_1,MNG
Töv,Mongolia,MNG.20_1,MNG
Ulaanbaatar,Mongolia,MNG.21_1,MNG
Uvs,Mongolia,MNG.22_1,MNG
Andrijevica,Montenegro,MNE.1_1,MNE
Bar,Montenegro,MNE.2_1,MNE
Berane,Montenegro,MNE.3_1,MNE
Bijelo Polje,Montenegro,MNE.4_1,MNE
Budva,Montenegro,MNE.5_1,MNE
Cetinje,Montenegro,MNE.6_1,MNE
Danilovgrad,Montenegro,MNE.7_1,MNE
Herceg Novi,Montenegro,MNE.8_1,MNE
